header,inverter,temp,freq,power,error,run_time
9,10,0.000000,425.66486723938453,1.982553e-04,7.548382391502983,287.65
9,10,20.000000,1955.4880086542078,2.717107e-04,0.0,136.2667
9,10,40.000000,7081.3204679903065,3.547753e-04,-7.099600724057481,70.1833
9,10,60.000000,21157.50151910861,4.445381e-04,-13.751212492085145,33.25
9,10,80.000000,54137.01537220551,5.455152e-04,-20.000000000000014,25.7167
9,10,100.000000,122384.20587764835,6.537121e-04,-25.93279457465853,18.9667
7,4,0.000000,731.8865400210198,2.311757e-04,7.668801854525412,176.1167
7,4,20.000000,3345.456151273498,3.113938e-04,0.0,81.0
7,4,40.000000,11755.735564603292,3.999925e-04,-6.843960930795092,41.5167
7,4,60.000000,34088.93735578249,4.963106e-04,-13.18775196223136,23.0167
7,4,80.000000,89440.95823465014,6.044382e-04,-20.000000000000014,17.6667
7,4,100.000000,212813.99907511036,7.213457e-04,-27.01751150381996,14.7833
7,10,0.000000,382.7031933902566,2.029696e-04,7.557951254212426,308.5833
7,10,20.000000,1763.1267430711764,2.739337e-04,0.0,140.6667
7,10,40.000000,6402.85618608749,3.540466e-04,-7.1136205827848045,70.0167
7,10,60.000000,19160.141999644387,4.406863e-04,-13.763179897345154,37.3667
7,10,80.000000,49068.21905426896,5.354999e-04,-20.000000000000014,23.55
7,10,100.000000,110968.0363229454,6.377617e-04,-25.913108150076866,20.5833
5,6,0.000000,490.30279139185194,2.316369e-04,7.539974659114577,257.9333
5,6,20.000000,2234.2494351817427,3.129706e-04,0.0,125.0167
5,6,40.000000,7971.621029136276,4.040501e-04,-6.974247618059465,62.1333
5,6,60.000000,23574.397261598013,5.027783e-04,-13.544132981232949,34.6333
5,6,80.000000,60798.33072103172,6.112095e-04,-19.999999999999986,23.1833
5,6,100.000000,139617.5957822083,7.263906e-04,-26.297782402522856,18.0667
5,10,0.000000,357.59470359332613,2.344565e-04,7.561303657848157,324.6333
5,10,20.000000,1651.1886990003538,3.185813e-04,0.0,146.2167
5,10,40.000000,6009.4745375559105,4.133025e-04,-7.1197697116414105,74.6333
5,10,60.000000,18011.926416957725,5.160859e-04,-13.769972107128027,40.4
5,10,80.000000,46174.68159093942,6.268475e-04,-19.999999999999986,27.1167
5,10,100.000000,104478.4259363931,7.442963e-04,-25.89884121957762,20.2
7,2,0.000000,526.2595627940804,2.189313e-04,3.7363616255713907,227.75
7,2,20.000000,2335.5880321666527,2.994816e-04,0.0,109.3833
7,2,40.000000,8940.08178386816,3.912267e-04,-4.460412996800045,44.9667
7,2,60.000000,47451.431087710174,4.886734e-04,-15.878673532652655,23.95
7,2,80.000000,126117.14567640156,5.977877e-04,-20.000000000000014,21.7333
7,2,100.000000,292126.8882351738,7.141191e-04,-23.699200668091137,16.5
7,8,0.000000,451.0064886303519,2.209275e-04,7.519055839431147,275.8333
7,8,20.000000,2065.6065560699603,2.991184e-04,0.0,131.9833
7,8,40.000000,7451.831362075543,3.862240e-04,-7.053700172220545,68.2833
7,8,60.000000,22262.01681405606,4.801039e-04,-13.71125486670087,36.75
7,8,80.000000,57069.1238348625,5.825455e-04,-20.0,24.8167
7,8,100.000000,129435.89764830505,6.910665e-04,-26.002695627174745,19.3833
9,6,0.000000,610.4391193805263,2.264064e-04,7.522939525070072,232.3833
9,6,20.000000,2779.5080215211747,3.046233e-04,0.0,108.95
9,6,40.000000,9946.82427741295,3.925557e-04,-7.016600550235694,57.7667
9,6,60.000000,29510.651426972796,4.879437e-04,-13.641896228063814,31.0667
9,6,80.000000,75631.58042019393,5.915601e-04,-20.0,21.6
9,6,100.000000,172225.5031180566,7.013071e-04,-26.150310042884684,17.95
9,2,0.000000,1107.3805919813021,1.890086e-04,8.5449871192816,151.4
9,2,20.000000,5460.422855145903,2.569349e-04,0.0,66.0167
9,2,40.000000,19526.00619950697,3.307712e-04,-7.039956930568536,30.8833
9,2,60.000000,60183.42704895982,4.205431e-04,-14.300129518555224,18.9333
9,2,80.000000,147434.76048707135,5.179848e-04,-20.0,18.2167
9,2,100.000000,332163.78464758914,6.250899e-04,-26.010315712349353,16.55
9,8,0.000000,513.5072959116603,1.861825e-04,7.526769955502928,251.6167
9,8,20.000000,2352.4031680283942,2.567607e-04,0.0,123.5
9,8,40.000000,8497.960064686473,3.368476e-04,-7.080790808097831,61.4167
9,8,60.000000,25367.151466754065,4.215477e-04,-13.73580777553481,33.9333
9,8,80.000000,64893.010892940816,5.216153e-04,-20.000000000000014,22.4167
9,8,100.000000,146764.62520497513,6.304936e-04,-25.96196517905311,19.0167
5,8,0.000000,388.3359416564081,1.840014e-04,7.459180444408318,299.2667
5,8,20.000000,1778.6011515375296,2.500222e-04,0.0,139.0167
5,8,40.000000,6447.4574129319235,3.250786e-04,-7.064636735847159,66.1833
5,8,60.000000,19336.020395634314,4.070078e-04,-13.726235301168487,37.7333
5,8,80.000000,49685.34272452558,4.971977e-04,-20.0,25.1333
5,8,100.000000,112861.2759983003,5.943896e-04,-25.976502121145586,19.45
5,4,0.000000,617.354450971253,2.246999e-04,7.0196725363205985,192.2
5,4,20.000000,2769.1204304320795,3.069492e-04,0.0,89.6833
5,4,40.000000,10259.689147834324,3.986662e-04,-7.22030771132296,43.5167
5,4,60.000000,30045.6573809561,4.973506e-04,-13.37359049535803,24.6667
5,4,80.000000,79559.49498814961,6.082760e-04,-20.0,18.2333
5,4,100.000000,190279.13378088255,7.276360e-04,-26.77698841537105,13.5333
9,4,0.000000,761.7840372725693,2.294597e-04,7.88194047125522,211.3167
9,4,20.000000,3557.7123198241065,3.100792e-04,0.0,81.6
9,4,40.000000,12706.475461318121,3.997587e-04,-7.026938494922248,40.95
9,4,60.000000,37171.04553973473,4.983037e-04,-13.47088604653537,21.2833
9,4,80.000000,96076.4307221681,6.050742e-04,-19.999999999999986,15.1
9,4,100.000000,229835.76166307315,7.185892e-04,-27.065569662460703,13.5167
7,6,0.000000,568.8566890720355,1.835804e-04,7.582612864341058,239.4167
7,6,20.000000,2599.290965410455,2.538981e-04,0.0,117.7333
7,6,40.000000,9299.142247119125,3.349037e-04,-7.0250479338733385,59.45
7,6,60.000000,27508.46985786924,4.239696e-04,-13.615089019392173,32.0833
7,6,80.000000,70580.14763955283,5.227170e-04,-20.0,22.6667
7,6,100.000000,161258.20098738396,6.288142e-04,-26.218252819179497,18.1167
5,2,0.000000,916.4206077334901,2.255256e-04,6.983165509645005,185.0833
5,2,20.000000,4068.8100886959915,3.037596e-04,0.0,86.85
5,2,40.000000,14791.814091747116,3.915881e-04,-7.033920073927916,43.9
5,2,60.000000,45371.86554138391,4.875357e-04,-13.989565955634859,23.7167
5,2,80.000000,114890.90706256236,5.917539e-04,-19.999999999999986,22.2833
5,2,100.000000,261113.30881479362,7.023123e-04,-25.95986344890015,17.2
