header,inverter,temp,freq,power,error,run_time
9,6,20.000000,5696.350348331824,3.084804e-04,-0.6521122736797622,36.1
9,6,40.000000,20580.171498685133,4.135821e-04,-0.8444833715644791,16.4833
9,6,60.000000,61465.00612806112,5.294722e-04,-0.6142158242946039,10.3
9,6,80.000000,157229.86140973866,6.544353e-04,0.0,6.9
9,6,100.000000,354885.5316717593,7.871916e-04,0.9347877119791121,4.6667
9,2,-20.000000,405.75325657563724,1.395882e-04,1.6654433928802064,289.0167
9,2,0.000000,2526.2062318981534,2.163434e-04,0.0,64.0833
9,2,20.000000,11270.499771152503,3.085098e-04,-0.8072048747179963,23.0833
9,2,40.000000,39299.91137869984,4.136306e-04,-1.0076702276089122,11.8333
9,2,60.000000,113053.36797288527,5.295435e-04,-0.7138933391269262,6.5
9,2,80.000000,278883.1621780886,6.545833e-04,1.4210854715202004e-14,5.3833
9,2,100.000000,633503.1966571303,7.875196e-04,0.526933069825887,4.3333
9,8,-20.000000,failed,failed,failed,1.95
9,8,0.000000,1043.723018455319,2.163221e-04,0.0,134.1
9,8,20.000000,4820.61294093544,3.084768e-04,-0.717885559418292,40.9167
9,8,40.000000,17478.41677704287,4.135783e-04,-0.9212834615802308,18.65
9,8,60.000000,52193.53781369621,5.294666e-04,-0.6615994549652271,10.8333
9,8,80.000000,133321.28108952285,6.544255e-04,1.4210854715202004e-14,7.5
9,8,100.000000,300328.0783928363,7.871712e-04,0.9926605217855098,5.8833
5,8,-20.000000,failed,failed,failed,1.5667
5,8,0.000000,829.74331060943,2.163231e-04,0.0,156.0167
5,8,20.000000,3842.4931325041493,3.084777e-04,-0.7043038222184066,45.4
5,8,40.000000,13988.31080795644,4.135786e-04,-0.9102097618703198,19.5667
5,8,60.000000,41941.576223152675,5.294665e-04,-0.6563803408021158,11.55
5,8,80.000000,107535.57707031794,6.544249e-04,0.0,7.6
5,8,100.000000,243057.3109694681,7.871673e-04,0.9890935079662029,5.9333
5,4,-20.000000,203.71714526275133,1.395766e-04,1.3902267032030409,388.7333
5,4,0.000000,1274.7385320060075,2.163320e-04,0.0,109.2667
5,4,20.000000,5781.670255156671,3.084897e-04,-0.6508761748600733,33.9667
5,4,40.000000,20601.21769677562,4.135903e-04,-0.7704326506712817,15.0333
5,4,60.000000,60980.66668943279,5.294807e-04,-0.5040291378089421,9.1833
5,4,80.000000,156607.79988279473,6.544511e-04,0.0,6.25
5,4,100.000000,357274.79362021544,7.872271e-04,0.7317149214941026,5.2167
9,4,-20.000000,254.00947607751456,1.395754e-04,1.4692129481061684,334.9
9,4,0.000000,1598.638471586519,2.163301e-04,0.0,93.0333
9,4,20.000000,7238.3464431851335,3.084878e-04,-0.6656607078260919,29.15
9,4,40.000000,25723.66456238516,4.135894e-04,-0.7906786132391659,14.5833
9,4,60.000000,75912.67916341191,5.294805e-04,-0.5237880622955515,8.7667
9,4,80.000000,194106.0475097844,6.544520e-04,0.0,5.5
9,4,100.000000,440683.74727492186,7.872331e-04,0.7623510671670033,5.35
7,6,-20.000000,failed,failed,failed,1.4833
7,6,0.000000,1129.857454923772,2.163255e-04,0.0,124.2
7,6,20.000000,5171.558702621412,3.084809e-04,-0.6427603421220311,38.2333
7,6,40.000000,18710.624659817455,4.135823e-04,-0.8350528964454895,16.8
7,6,60.000000,55977.21951074791,5.294721e-04,-0.6091011560314996,10.0167
7,6,80.000000,143430.31086942146,6.544348e-04,0.0,7.3833
7,6,100.000000,324242.22969708644,7.871900e-04,0.9295876988586258,5.7
5,2,-20.000000,325.3013184787739,1.395934e-04,1.5982309727877038,347.3167
5,2,0.000000,2014.7706868595044,2.163481e-04,0.0,73.3833
5,2,20.000000,9017.018721134269,3.085162e-04,-0.813379334103729,25.75
5,2,40.000000,31537.81210213079,4.136405e-04,-1.0194726574103612,12.1833
5,2,60.000000,90915.12436734438,5.295614e-04,-0.7214420184618433,7.2333
5,2,80.000000,224679.21425185192,6.546531e-04,-1.4210854715202004e-14,4.9
5,2,100.000000,514159.96544845036,7.875504e-04,0.45753940553227324,5.2333
